A,B,C
341,587,146
727,577,868
216,492,745
17,12,759
783,925,391
625,571,586
976,190,999
718,840,20
148,19,960
428,195,314
923,386,47
706,490,16
157,443,651
749,491,790
504,79,665
291,85,793
709,730,88
381,6,919
957,525,219
596,947,287
154,981,24
988,555,162
350,569,824
878,713,516
188,992,879
666,797,26
444,761,796
517,578,189
422,965,151
905,511,749
340,461,516
142,985,956
575,549,526
148,856,793
143,684,440
846,315,460
673,109,493
694,143,348
190,916,595
106,413,155
194,250,626
898,355,661
430,363,931
827,686,593
731,406,846
179,789,488
638,677,515
68,41,38
304,412,151
374,638,776
188,478,901
880,101,649
397,321,110
805,799,682
704,436,211
964,819,732
887,759,969
523,947,253
825,852,766
376,167,766
719,381,613
154,150,472
57,413,513
704,210,157
73,656,508
831,830,870
862,29,538
184,919,145
426,675,552
946,646,67
955,540,614
656,597,903
660,484,646
387,586,953
434,449,957
699,323,553
628,338,850
788,644,147
328,979,233
433,549,96
429,987,83
211,768,249
204,885,206
41,42,666
967,805,383
134,884,4
158,575,907
337,725,863
468,619,109
468,713,674
968,614,234
108,784,315
773,415,673
768,964,180
418,417,350
651,561,482
988,106,9
478,508,542
358,831,289
108,932,281
118,411,436
675,30,837
631,169,939
5,67,518
84,283,560
735,340,638
54,414,812
585,782,545
598,74,521
852,946,806
940,794,745
98,203,101
548,70,866
730,901,548
685,826,480
190,518,86
172,97,928
354,78,692
966,754,740
129,464,632
892,615,531
645,103,135
836,106,844
772,397,130
363,76,552
284,422,799
602,132,551
852,916,432
262,586,453
731,127,612
960,274,527
829,813,538
712,995,605
672,326,365
141,799,118
476,331,959
201,203,82
882,583,723
812,180,353
427,144,29
441,9,531
591,318,322
631,127,955
488,95,972
600,618,443
617,465,883
355,682,660
945,779,749
43,261,390
324,893,449
330,877,932
141,594,371
655,529,472
77,784,681
283,461,162
78,559,294
173,556,45
522,865,297
715,282,350
404,167,137
532,994,521
92,746,449
865,784,148
425,168,627
557,692,15
699,377,649
440,163,807
678,217,197
646,924,365
328,980,673
713,159,759
251,985,749
163,441,392
567,508,608
612,516,526
740,506,372
413,860,539
147,462,422
571,412,37
215,253,769
389,659,697
593,5,445
648,903,574
127,18,568
241,832,436
65,425,308
483,717,551
474,743,478
313,677,259
914,983,232
874,131,802
802,792,623
447,878,938
295,595,641
684,417,636
796,146,412
454,141,460
157,479,266
363,660,194
31,199,57
481,418,660
997,4,410
36,889,437
722,681,711
759,113,540
775,357,615
268,334,334
461,666,695
261,756,324
713,654,988
561,69,299
393,982,315
397,321,892
121,595,428
442,502,231
331,760,357
537,613,359
309,932,623
374,558,330
969,826,732
239,565,39
521,543,447
825,245,225
44,869,610
131,679,453
604,516,171
277,456,937
239,567,911
663,257,758
889,499,290
505,902,6
577,232,941
296,445,206
77,121,529
577,459,808
795,664,264
681,287,569
243,96,66
452,810,338
998,531,24
474,587,31
706,901,98
99,594,689
420,729,490
889,461,230
648,550,511
648,309,480
256,213,692
233,690,219
157,124,420
65,141,843
336,266,142
289,211,617
289,713,50
880,269,149
393,694,149
43,160,971
787,854,161
891,698,106
873,657,802
794,456,832
430,774,235
267,741,461
726,483,259
983,757,999
151,206,923
385,870,4
846,160,216
273,748,953
940,192,249
903,207,474
57,434,860
381,443,223
845,803,159
399,488,577
13,658,220
413,103,902
54,761,90
707,589,61
75,684,150
579,433,795
546,115,511
887,901,310
8,219,699
91,990,287
650,485,188
74,244,812
38,394,842
255,515,675
332,864,680
752,10,913
894,142,588
375,879,827
754,992,724
435,633,700
108,42,104
606,753,190
261,79,399
314,716,842
30,385,826
748,578,544
983,410,813
920,685,984
95,792,605
600,233,151
343,772,797
223,120,994
293,818,806
49,68,275
955,385,134
493,208,14
378,754,34
638,798,64
763,903,497
574,302,688
834,404,953
238,967,491
862,840,763
109,817,102
956,328,475
725,144,966
701,796,911
305,323,502
334,974,70
91,437,86
438,255,688
87,602,396
947,817,16
317,478,358
976,77,236
507,625,164
184,686,41
895,992,98
589,671,730
491,820,135
839,349,488
428,314,725
199,359,230
104,71,715
769,628,253
502,407,523
967,781,731
157,89,978
661,676,347
85,100,762
387,635,768
316,978,733
859,486,139
398,346,762
759,693,684
956,453,874
31,665,235
900,718,525
245,882,388
501,182,506
693,250,92
744,274,697
116,127,560
412,920,760
252,978,445
823,261,910
796,117,761
7,467,139
202,75,139
483,146,509
62,911,79
789,332,164
260,898,269
776,755,199
959,286,647
730,196,259
580,130,501
63,169,347
8,840,892
115,200,46
925,610,508
922,331,22
902,436,862
338,469,888
393,272,60
526,364,12
893,837,506
54,544,568
795,364,946
781,620,319
342,833,386
337,304,565
651,203,150
594,959,152
997,903,690
559,635,179
539,815,953
260,29,760
827,890,648
999,91,897
697,220,996
220,3,867
706,635,872
631,525,996
77,53,145
341,655,789
60,791,724
165,502,366
24,904,634
972,480,380
664,106,902
568,832,728
661,885,275
15,787,821
942,610,423
240,263,848
842,740,939
793,309,238
85,314,17
654,402,360
879,136,841
261,528,994
209,907,718
41,92,559
286,960,666
260,958,279
486,74,425
310,309,850
351,762,268
253,424,207
257,41,308
902,890,478
214,328,153
154,493,608
998,252,293
791,705,460
140,426,40
634,256,346
413,129,428
950,332,227
413,641,996
773,999,118
665,961,505
738,595,106
160,760,167
835,937,269
393,288,786
10,636,657
206,382,385
542,43,886
335,974,865
722,697,6
104,480,698
935,953,151
508,217,84
976,306,276
972,104,809
537,598,22
266,987,351
401,54,504
254,420,583
595,97,888
943,766,759
679,116,738
6,493,324
543,327,835
828,130,774
698,801,381
722,529,771
974,286,850
2,711,468
914,750,531
300,83,757
269,404,458
569,844,42
803,164,359
456,857,567
846,883,84
295,905,792
900,539,257
274,628,872
749,477,79
602,343,205
286,12,696
386,136,954
940,275,627
688,983,561
754,81,290
229,550,723
597,992,83
273,875,615
564,812,122
517,585,587
908,685,603
769,559,703
585,553,735
574,50,137
280,152,105
345,691,276
992,546,526
668,731,618
278,709,413
843,732,283
467,118,430
209,759,996
643,518,904
497,623,583
293,472,20
14,632,785
118,800,254
743,214,868
666,625,530
47,944,295
937,998,438
416,67,576
347,744,495
257,969,591
390,118,277
610,294,339
383,918,52
66,380,7
920,908,731
373,343,866
419,315,822
45,234,198
835,154,231
953,419,90
126,993,182
653,911,336
490,90,279
52,338,602
724,936,412
760,493,274
855,358,805
385,206,925
900,572,76
640,322,678
836,956,750
850,244,809
453,702,410
232,483,839
891,924,427
327,268,247
8,433,117
61,461,630
748,624,55
991,453,394
766,481,212
874,269,127
234,887,337
371,409,6
59,341,333
944,206,480
470,547,660
197,722,87
612,323,977
292,241,794
247,510,391
442,420,744
571,631,227
541,303,460
964,775,491
995,9,943
370,649,150
70,100,621
957,963,27
528,988,35
380,347,140
742,647,729
943,891,496
859,331,65
751,435,659
935,266,403
358,476,866
224,383,298
817,608,445
457,28,309
510,485,923
43,732,244
255,113,317
153,629,781
410,487,409
191,757,103
110,122,992
496,974,834
462,965,612
230,145,333
263,470,60
843,963,468
334,55,82
545,985,101
704,540,893
548,262,667
959,869,130
10,774,935
1,415,858
348,639,705
904,444,78
581,607,377
73,797,919
711,813,733
369,22,107
795,700,938
233,550,144
309,815,404
550,939,84
273,4,528
810,558,86
599,745,495
424,541,550
141,987,544
315,638,660
675,225,106
21,637,443
218,892,374
543,550,587
634,772,91
356,159,300
264,723,722
615,547,326
684,80,922
619,508,262
484,877,983
425,640,653
123,386,784
878,770,356
8,972,759
183,786,396
371,274,42
612,879,561
144,901,132
893,35,106
6,274,360
688,253,85
739,312,201
939,502,552
312,95,26
596,785,885
359,285,339
243,336,109
20,48,931
380,944,486
311,245,633
675,93,723
321,593,208
485,626,983
289,507,489
691,583,603
720,29,815
979,891,12
697,664,220
936,188,553
926,48,536
361,769,624
612,41,633
573,715,834
189,208,36
224,495,675
984,679,730
104,759,797
545,50,523
505,880,290
710,474,287
179,125,731
626,219,191
607,37,218
537,197,319
569,170,929
924,626,632
904,228,201
305,392,791
143,245,375
709,286,93
185,761,438
682,289,718
15,793,485
993,429,812
178,79,794
823,890,91
845,646,706
734,561,869
712,89,134
648,248,973
653,632,16
682,729,905
669,187,382
435,297,555
70,674,138
100,879,308
111,357,49
581,728,49
693,865,281
399,994,870
848,400,255
574,144,69
846,211,230
102,274,979
661,622,928
858,662,921
479,379,492
91,186,270
149,822,127
545,772,792
299,841,874
150,881,686
129,433,289
963,420,440
987,451,283
30,479,842
900,816,38
476,58,854
268,654,577
73,262,976
648,859,894
972,937,394
916,73,819
611,445,898
228,481,80
62,762,513
71,725,836
754,774,315
129,676,810
784,700,771
148,498,799
405,982,399
279,658,26
875,233,678
577,785,920
12,703,742
904,645,778
326,104,672
758,427,395
805,816,51
631,121,10
951,956,795
755,142,461
437,823,789
801,284,341
768,872,91
710,470,844
348,996,657
920,913,917
471,8,849
462,413,877
890,556,309
707,534,703
420,636,993
205,113,336
787,669,615
508,980,687
292,184,981
947,644,91
845,688,240
526,203,699
118,511,702
137,852,724
433,121,778
251,380,799
994,410,877
947,187,643
442,693,738
411,804,201
329,527,58
853,778,615
518,457,973
711,218,156
981,855,260
541,498,772
255,902,811
836,436,317
539,708,976
768,948,86
956,598,953
1,6,903
306,600,70
134,875,354
963,55,567
950,30,153
33,232,821
606,194,958
599,722,705
844,90,103
836,69,252
611,692,156
737,235,930
799,61,878
818,182,654
939,900,814
822,257,816
808,915,159
775,415,75
214,700,892
211,838,229
147,868,282
580,527,671
330,787,851
844,205,537
440,183,945
282,827,35
88,341,818
507,92,852
626,49,372
732,264,235
122,482,116
144,202,429
779,18,141
866,647,958
394,276,576
447,864,157
118,532,579
311,736,44
635,858,334
882,33,79
789,426,96
667,529,39
315,811,373
524,41,528
914,979,496
919,688,988
835,306,273
736,941,357
874,194,613
294,966,542
17,631,279
934,581,370
133,577,786
777,342,456
548,432,98
863,650,664
743,614,881
185,378,188
88,154,117
524,349,368
672,688,689
168,768,121
265,372,597
303,896,438
888,700,74
697,860,923
473,478,983
624,348,24
160,44,628
879,834,209
170,528,358
743,978,902
806,327,874
985,378,831
783,735,84
988,60,865
886,445,183
35,9,312
905,369,624
179,265,902
376,630,606
186,929,547
373,957,537
976,523,133
688,886,36
71,47,580
926,302,159
874,544,350
431,159,691
727,169,193
388,910,411
596,536,298
147,402,661
285,276,374
284,908,439
15,829,934
197,80,91
135,357,853
107,814,173
100,316,283
354,562,335
721,259,60
552,346,659
277,133,162
113,760,724
32,608,905
856,722,383
279,636,402
2,760,593
987,313,385
448,938,619
657,8,214
980,880,700
12,831,225
640,757,312
473,621,341
695,318,625
70,1,382
801,741,126
95,320,29
670,76,719
287,646,437
617,751,837
536,861,941
188,203,717
441,400,754
609,146,954
468,511,301
850,963,378
289,148,829
37,716,690
62,479,363
618,826,462
423,815,870
802,216,169
764,844,102
570,144,737
442,892,823
614,111,275
308,260,156
282,930,888
88,675,462
242,7,581
322,627,763
30,145,240
739,718,743
198,506,757
356,251,181
897,303,214
122,155,418
234,742,575
803,883,311
222,483,905
956,982,762
753,98,859
470,966,262
265,471,258
288,650,426
568,2,378
506,438,852
797,226,808
861,189,404
583,373,612
301,306,566
722,752,2
240,672,428
943,173,564
314,480,439
38,142,277
880,432,639
96,811,776
249,522,98
203,789,108
383,490,730
893,340,879
70,435,278
751,865,779
37,560,766
642,255,510
317,99,405
216,291,155
385,451,691
705,29,889
552,419,284
902,80,823
39,489,79
872,191,379
362,989,49
558,32,771
152,826,17
812,105,716
926,155,512
813,86,727
723,356,298
752,712,718
124,541,320
308,771,184
95,927,696
23,497,233
770,592,686
785,957,18
30,509,812
901,303,136
912,243,68
939,535,174
413,503,406
209,883,587
108,848,843
474,802,574
320,445,108
154,607,340
198,635,500
994,269,426
887,14,373
70,797,401
830,568,535
180,919,547
360,608,572
648,735,882
90,322,403
260,760,822
644,153,599
386,630,150
905,233,828
987,254,226
334,394,616
825,232,245
422,391,56
554,741,722
64,538,537
248,250,512
808,996,428
772,428,654
215,733,287
463,626,645
885,77,929
283,904,242
438,926,906
996,103,956
112,999,575
720,233,69
886,527,803
281,583,445
88,877,85
29,293,627
580,696,660
863,833,131
88,777,846
478,472,402
56,825,715
378,952,481
952,470,674
513,624,396
999,442,622
853,849,225
358,875,578
489,276,836
30,439,778
863,79,319
556,190,64
9,533,689
912,812,177
26,900,888
990,315,275
133,29,534
749,584,84
768,779,34
70,985,829
29,50,151
674,409,184
534,291,987
174,68,349
684,468,889
77,380,875
192,680,518
521,40,596
912,575,374
912,337,449
404,126,885
191,593,636
34,268,431
681,191,243
900,716,260
105,80,903
92,114,462
186,858,373
320,126,886
355,743,380
650,425,247
782,185,629
370,958,412
602,392,711
168,44,612
804,205,498
4,641,858
934,217,134
171,528,188
299,709,940
461,500,449
441,118,690
242,721,671
513,619,970
199,599,202
562,752,848
666,875,536
758,925,302
683,991,415
33,996,262
166,593,846
643,391,693
763,721,95
788,819,487
60,521,188
823,396,715
195,374,934
797,125,977
526,707,45
383,43,303
814,157,339
536,358,814
142,84,902
710,768,217
510,364,213
461,731,885
132,149,904
834,929,362
845,88,408
560,59,72
957,187,908
738,661,277
111,139,108
910,145,575
142,638,855
661,17,488
964,519,301
37,68,8
196,417,450
582,356,886
375,327,198
804,376,532
828,69,874
171,93,798
285,886,266
223,681,242
703,997,281
761,169,251
41,933,541
534,720,890
704,541,323
877,513,796
900,618,192
475,356,946
678,398,360
960,547,522
95,421,578
186,486,717
937,662,248
558,858,149
181,57,474
561,416,935
632,597,931
981,817,617
530,439,252
662,261,278
968,404,669
377,854,311
218,850,67
26,913,337
849,905,491
387,759,194
304,783,75
204,736,336
629,971,106
216,18,856
11,531,822
642,782,958
175,673,780
963,510,740
628,803,855
2,287,987
265,187,300
870,119,225
417,300,59
689,744,749
106,503,532
326,387,118
476,705,298
550,377,216
253,621,202
260,312,466
783,625,375
613,209,457
329,209,537
793,511,807
934,54,504
421,566,689
208,93,802
932,234,777
83,922,205
144,462,408
16,319,661
727,67,967
3,668,293
142,199,794
901,303,726
93,982,83
992,616,585
568,711,490
706,328,298
798,765,563
392,317,402
394,740,184
179,618,723
337,824,519
934,331,181
356,671,861
414,392,170
896,333,846
682,356,236
567,335,380
578,252,493
169,65,608
357,207,362
530,786,259
456,259,453
790,23,271
111,182,805
849,794,147
615,148,325
686,535,304
1,474,295
132,20,178
622,43,221
697,84,899
481,900,749
736,853,33
821,748,920
865,549,801
246,517,473
898,734,903
773,418,896
174,728,685
592,901,564
199,531,877
979,362,288
101,962,876
331,791,572
869,848,458
277,954,973
13,838,373
585,340,937
995,52,515
653,691,297
255,611,6
337,233,143
539,454,704
538,481,704
308,187,90
272,415,443
299,409,561
682,522,116
680,542,357
781,527,13
611,352,906
13,803,638
675,524,746
435,355,305
496,177,389
106,3,634
107,153,386
78,676,979
94,857,477
778,710,366
258,791,713
924,658,812
98,100,99
908,602,614
990,819,10
427,128,810
639,186,925
47,909,615
845,245,595
60,458,821
830,792,772
886,290,814
732,498,14
330,305,875
374,877,829
622,620,804
430,18,631
94,492,465
235,686,14
53,202,216
968,209,270
137,798,923
620,83,56
584,194,89
546,866,808
34,43,891
312,282,755
457,600,325
355,211,84
374,723,66
22,244,463
12,790,69
406,792,717
246,169,309
819,981,116
810,985,545
557,976,176
315,58,527
205,234,473
162,420,756
667,448,29
604,329,705
546,659,921
225,722,9
197,459,128
186,609,243
827,936,575
810,944,896
938,660,26
675,432,824
450,353,959
65,266,740
208,446,838
616,462,718
83,813,277
128,869,378
586,661,624
973,257,760
999,685,223
295,603,552
372,407,308
969,855,171
441,476,838
523,536,391
350,108,57
776,613,38
317,636,346
939,305,449
527,428,787
50,83,750
934,469,776
540,706,458
685,397,333
821,66,229
715,828,433
177,675,116
153,561,2
413,537,600
293,958,858
33,462,135
604,818,279
331,385,931
756,61,786
158,992,564
127,232,236
510,158,653
187,616,419
263,733,319
230,455,99
154,146,828
821,341,256
751,88,580
521,834,335
596,769,607
97,984,614
168,227,918
778,50,423
217,222,170
585,119,635
470,896,550
591,364,979
487,516,775
876,832,926
21,53,485
869,362,423
784,271,801
217,790,390
169,970,165
752,72,922
179,837,60
622,702,475
736,101,60
360,228,279
542,555,94
421,803,561
458,68,799
953,805,873
215,151,105
828,271,87
118,153,43
537,629,436
776,800,804
110,989,730
286,866,462
164,34,677
185,643,888
814,408,965
331,373,449
304,811,176
618,494,685
975,294,549
229,529,815
877,268,969
540,342,804
881,59,126
78,22,854
871,904,190
701,738,921
582,319,430
515,207,376
446,813,65
315,131,595
894,283,872
646,769,815
376,843,290
140,199,858
939,594,946
461,666,798
725,33,89
331,363,961
93,212,552
944,59,672
656,161,676
239,969,959
972,530,137
321,342,597
736,970,653
517,545,531
773,905,951
245,713,178
291,126,10
942,493,446
266,193,466
94,522,967
281,102,493
795,817,381
824,421,305
840,483,858
661,313,599
965,281,882
56,680,462
631,287,726
199,209,539
82,803,878
518,323,274
580,260,559
789,692,562
308,394,758
287,310,224
995,900,811
123,327,382
444,429,765
843,24,897
332,111,162
303,228,910
172,638,393
722,453,81
580,424,668
565,884,160
504,811,622
441,127,692
472,640,443
125,773,600
155,432,477
33,35,227
203,375,297
800,58,656
579,106,327
50,505,830
676,733,982
83,282,282
923,16,786
706,365,43
645,505,191
817,628,241
666,955,714
89,972,232
835,858,518
181,582,879
155,544,783
526,493,970
761,326,888
456,461,679
709,234,675
137,4,919
733,254,518
534,884,498
607,775,289
964,969,987
323,387,818
210,915,387
533,355,652
559,589,293
400,706,733
441,862,429
148,479,572
329,925,983
594,242,473
374,348,742
683,162,25
710,543,137
173,979,9
947,160,361
796,758,218
249,595,888
480,601,380
421,292,532
857,229,269
644,30,415
760,520,818
640,634,771
182,539,368
636,141,20
262,44,840
65,616,480
975,292,694
733,236,944
971,103,666
706,739,216
646,719,959
144,837,830
12,867,438
176,890,159
728,55,868
456,27,403
637,833,67
230,132,446
317,274,564
502,706,319
461,248,540
944,320,426
283,608,813
270,739,412
816,187,428
513,13,801
124,572,357
520,355,93
379,941,127
871,448,956
48,718,981
877,371,353
486,803,653
461,542,619
711,34,242
963,461,577
142,583,114
864,418,325
791,4,311
202,752,240
589,267,436
148,943,215
523,301,816
133,196,806
996,936,293
371,910,662
416,668,329
556,982,864
